年月,銀行,銀行類別,項目,數值
9510,總計,本國銀行,戶數,10397289
9510,總計,本國銀行,餘額,6116906000000
9510,中央信託局,本國銀行,戶數,62168
9510,中央信託局,本國銀行,餘額,66159000000
9510,中國農民銀行,本國銀行,戶數,0
9510,中國農民銀行,本國銀行,餘額,0
9510,交通銀行,本國銀行,戶數,0
9510,交通銀行,本國銀行,餘額,0
9510,臺灣銀行,本國銀行,戶數,2614132
9510,臺灣銀行,本國銀行,餘額,371061000000
9510,臺灣土地銀行,本國銀行,戶數,535876
9510,臺灣土地銀行,本國銀行,餘額,570960000000
9510,合作金庫商業銀行,本國銀行,戶數,457221
9510,合作金庫商業銀行,本國銀行,餘額,563225000000
9510,第一商業銀行,本國銀行,戶數,168037
9510,第一商業銀行,本國銀行,餘額,279780000000
9510,華南商業銀行,本國銀行,戶數,358670
9510,華南商業銀行,本國銀行,餘額,261765000000
9510,彰化商業銀行,本國銀行,戶數,124959
9510,彰化商業銀行,本國銀行,餘額,211474000000
9510,華僑商業銀行,本國銀行,戶數,23007
9510,華僑商業銀行,本國銀行,餘額,44358000000
9510,上海商業儲蓄銀行,本國銀行,戶數,41098
9510,上海商業儲蓄銀行,本國銀行,餘額,86857000000
9510,台北富邦銀行,本國銀行,戶數,384661
9510,台北富邦銀行,本國銀行,餘額,251450000000
9510,國泰世華商業銀行,本國銀行,戶數,311629
9510,國泰世華商業銀行,本國銀行,餘額,235997000000
9510,中國輸出入銀行,本國銀行,戶數,0
9510,中國輸出入銀行,本國銀行,餘額,0
9510,高雄銀行,本國銀行,戶數,72274
9510,高雄銀行,本國銀行,餘額,49313000000
9510,兆豐國際商業銀行,本國銀行,戶數,96463
9510,兆豐國際商業銀行,本國銀行,餘額,220352000000
9510,中華開發工業銀行,本國銀行,戶數,73
9510,中華開發工業銀行,本國銀行,餘額,46000000
9510,臺灣工業銀行,本國銀行,戶數,3
9510,臺灣工業銀行,本國銀行,餘額,5000000
9510,華泰商業銀行,本國銀行,戶數,13028
9510,華泰商業銀行,本國銀行,餘額,29623000000
9510,臺灣新光商業銀行,本國銀行,戶數,202473
9510,臺灣新光商業銀行,本國銀行,餘額,86905000000
9510,陽信商業銀行,本國銀行,戶數,57853
9510,陽信商業銀行,本國銀行,餘額,63454000000
9510,板信商業銀行,本國銀行,戶數,98320
9510,板信商業銀行,本國銀行,餘額,51899000000
9510,三信商業銀行,本國銀行,戶數,44387
9510,三信商業銀行,本國銀行,餘額,40035000000
9510,臺灣新光商業銀行,本國銀行,戶數,0
9510,臺灣新光商業銀行,本國銀行,餘額,0
9510,第七商業銀行,本國銀行,戶數,7152
9510,第七商業銀行,本國銀行,餘額,12925000000
9510,高新商業銀行,本國銀行,戶數,0
9510,高新商業銀行,本國銀行,餘額,0
9510,聯邦商業銀行,本國銀行,戶數,442299
9510,聯邦商業銀行,本國銀行,餘額,124757000000
9510,中華商業銀行,本國銀行,戶數,211570
9510,中華商業銀行,本國銀行,餘額,51661000000
9510,遠東國際商業銀行,本國銀行,戶數,214401
9510,遠東國際商業銀行,本國銀行,餘額,138040000000
9510,復華商業銀行,本國銀行,戶數,138497
9510,復華商業銀行,本國銀行,餘額,117460000000
9510,建華商業銀行,本國銀行,戶數,127865
9510,建華商業銀行,本國銀行,餘額,214545000000
9510,玉山商業銀行,本國銀行,戶數,218203
9510,玉山商業銀行,本國銀行,餘額,259016000000
9510,萬泰商業銀行,本國銀行,戶數,539661
9510,萬泰商業銀行,本國銀行,餘額,80953000000
9510,寶華商業銀行,本國銀行,戶數,112714
9510,寶華商業銀行,本國銀行,餘額,45425000000
9510,台新國際商業銀行,本國銀行,戶數,630543
9510,台新國際商業銀行,本國銀行,餘額,302271000000
9510,大眾商業銀行,本國銀行,戶數,247896
9510,大眾商業銀行,本國銀行,餘額,77075000000
9510,日盛國際商業銀行,本國銀行,戶數,208601
9510,日盛國際商業銀行,本國銀行,餘額,101674000000
9510,安泰商業銀行,本國銀行,戶數,89897
9510,安泰商業銀行,本國銀行,餘額,95015000000
9510,中國信託商業銀行,本國銀行,戶數,806073
9510,中國信託商業銀行,本國銀行,餘額,400740000000
9510,慶豐商業銀行,本國銀行,戶數,52085
9510,慶豐商業銀行,本國銀行,餘額,21272000000
9510,臺灣中小企業銀行,本國銀行,戶數,131572
9510,臺灣中小企業銀行,本國銀行,餘額,177321000000
9510,台北國際商業銀行,本國銀行,戶數,116384
9510,台北國際商業銀行,本國銀行,餘額,108519000000
9510,新竹國際商業銀行,本國銀行,戶數,264191
9510,新竹國際商業銀行,本國銀行,餘額,163934000000
9510,臺中商業銀行,本國銀行,戶數,74203
9510,臺中商業銀行,本國銀行,餘額,62904000000
9510,京城商業銀行,本國銀行,戶數,31207
9510,京城商業銀行,本國銀行,餘額,51849000000
9510,花蓮區中小企業銀行,本國銀行,戶數,4355
9510,花蓮區中小企業銀行,本國銀行,餘額,2062000000
9510,臺東區中小企業銀行,本國銀行,戶數,61588
9510,臺東區中小企業銀行,本國銀行,餘額,22770000000
9510,總計,本國銀行,戶數,200086
9510,總計,本國銀行,餘額,143007000000
9510,日商瑞穗實業銀行,本國銀行,戶數,0
9510,日商瑞穗實業銀行,本國銀行,餘額,0
9510,美商花旗銀行,本國銀行,戶數,64115
9510,美商花旗銀行,本國銀行,餘額,40132000000
9510,美商美國銀行,本國銀行,戶數,14
9510,美商美國銀行,本國銀行,餘額,11000000
9510,泰國盤谷銀行,本國銀行,戶數,3
9510,泰國盤谷銀行,本國銀行,餘額,2000000
9510,美國運通銀行,本國銀行,戶數,32402
9510,美國運通銀行,本國銀行,餘額,4854000000
9510,菲律賓首都銀行,本國銀行,戶數,108
9510,菲律賓首都銀行,本國銀行,餘額,7000000
9510,美商美國紐約銀行,本國銀行,戶數,0
9510,美商美國紐約銀行,本國銀行,餘額,0
9510,新加坡大華銀行,本國銀行,戶數,0
9510,新加坡大華銀行,本國銀行,餘額,0
9510,美商道富銀行,本國銀行,戶數,0
9510,美商道富銀行,本國銀行,餘額,0
9510,加拿大商多倫多道明銀行,本國銀行,戶數,0
9510,加拿大商多倫多道明銀行,本國銀行,餘額,0
9510,法國興業銀行,本國銀行,戶數,0
9510,法國興業銀行,本國銀行,餘額,0
9510,荷商荷蘭銀行,本國銀行,戶數,3027
9510,荷商荷蘭銀行,本國銀行,餘額,3683000000
9510,德商德意志銀行,本國銀行,戶數,0
9510,德商德意志銀行,本國銀行,餘額,0
9510,日商日聯銀行,本國銀行,戶數,0
9510,日商日聯銀行,本國銀行,餘額,0
9510,香港東亞銀行,本國銀行,戶數,549
9510,香港東亞銀行,本國銀行,餘額,159000000
9510,美商摩根大通銀行,本國銀行,戶數,0
9510,美商摩根大通銀行,本國銀行,餘額,0
9510,新加坡商星展銀行,本國銀行,戶數,0
9510,新加坡商星展銀行,本國銀行,餘額,0
9510,比利時商富通銀行,本國銀行,戶數,0
9510,比利時商富通銀行,本國銀行,餘額,0
9510,香港上海匯豐銀行,本國銀行,戶數,61397
9510,香港上海匯豐銀行,本國銀行,餘額,83678000000
9510,法商法國巴黎銀行,本國銀行,戶數,38
9510,法商法國巴黎銀行,本國銀行,餘額,95000000
9510,英商渣打銀行,本國銀行,戶數,12779
9510,英商渣打銀行,本國銀行,餘額,10125000000
9510,新加坡商新加坡華僑銀行,本國銀行,戶數,0
9510,新加坡商新加坡華僑銀行,本國銀行,餘額,0
9510,法國東方匯理銀行,本國銀行,戶數,9
9510,法國東方匯理銀行,本國銀行,餘額,30000000
9510,斐商標準銀行,本國銀行,戶數,0
9510,斐商標準銀行,本國銀行,餘額,0
9510,加拿大商豐業銀行,本國銀行,戶數,0
9510,加拿大商豐業銀行,本國銀行,餘額,0
9510,美商加州聯合銀行,本國銀行,戶數,0
9510,美商加州聯合銀行,本國銀行,餘額,0
9510,瑞士商瑞士銀行,本國銀行,戶數,0
9510,瑞士商瑞士銀行,本國銀行,餘額,0
9510,荷蘭商安智銀行,本國銀行,戶數,1
9510,荷蘭商安智銀行,本國銀行,餘額,1000000
9510,美商美聯銀行,本國銀行,戶數,0
9510,美商美聯銀行,本國銀行,餘額,0
9510,澳商澳洲紐西蘭銀行,本國銀行,戶數,2
9510,澳商澳洲紐西蘭銀行,本國銀行,餘額,4000000
9510,美商富國銀行,本國銀行,戶數,0
9510,美商富國銀行,本國銀行,餘額,0
9510,日商三菱東京日聯銀行,本國銀行,戶數,0
9510,日商三菱東京日聯銀行,本國銀行,餘額,0
9510,比利時商比利時聯合銀行,本國銀行,戶數,9
9510,比利時商比利時聯合銀行,本國銀行,餘額,26000000
9510,法商佳信銀行,本國銀行,戶數,25633
9510,法商佳信銀行,本國銀行,餘額,199000000
9510,日商三井住友銀行,本國銀行,戶數,0
9510,日商三井住友銀行,本國銀行,餘額,0
9510,英商巴克萊銀行,本國銀行,戶數,0
9510,英商巴克萊銀行,本國銀行,餘額,0
9510,總計,本國銀行,戶數,154013
9510,總計,本國銀行,餘額,184782000000
9510,台北市第一信用合作社,本國銀行,戶數,8917
9510,台北市第一信用合作社,本國銀行,餘額,12898000000
9510,台北市第五信用合作社,本國銀行,戶數,2730
9510,台北市第五信用合作社,本國銀行,餘額,3346000000
9510,台北市第九信用合作社,本國銀行,戶數,1554
9510,台北市第九信用合作社,本國銀行,餘額,2580000000
9510,基隆市第一信用合作社,本國銀行,戶數,11112
9510,基隆市第一信用合作社,本國銀行,餘額,10513000000
9510,基隆市第二信用合作社,本國銀行,戶數,3641
9510,基隆市第二信用合作社,本國銀行,餘額,4686000000
9510,台北縣淡水第一信用合作社,本國銀行,戶數,12173
9510,台北縣淡水第一信用合作社,本國銀行,餘額,18403000000
9510,台北縣淡水信用合作社,本國銀行,戶數,2346
9510,台北縣淡水信用合作社,本國銀行,餘額,4610000000
9510,宜蘭信用合社,本國銀行,戶數,1571
9510,宜蘭信用合社,本國銀行,餘額,1703000000
9510,桃園信用合作社,本國銀行,戶數,2951
9510,桃園信用合作社,本國銀行,餘額,5363000000
9510,新竹市第一信用合作社,本國銀行,戶數,3336
9510,新竹市第一信用合作社,本國銀行,餘額,7509000000
9510,新竹市第三信用合作社,本國銀行,戶數,4559
9510,新竹市第三信用合作社,本國銀行,餘額,6335000000
9510,竹南信用合作社,本國銀行,戶數,4221
9510,竹南信用合作社,本國銀行,餘額,5298000000
9510,豐原信用合作社,本國銀行,戶數,0
9510,豐原信用合作社,本國銀行,餘額,0
9510,台中市第二信用合作社,本國銀行,戶數,11942
9510,台中市第二信用合作社,本國銀行,餘額,18614000000
9510,彰化第一信用合作社,本國銀行,戶數,1194
