年月,銀行,銀行類別,項目,數值
10012,總計,全體總和,對中小企業,4091709000000
10012,總計,全體總和,佔放款%,20.8
10012,總計,全體總和,市佔率,100.0
10012,臺灣銀行,本國銀行,對中小企業,266238000000
10012,臺灣銀行,本國銀行,佔放款%,13.13
10012,臺灣銀行,本國銀行,市佔率,6.51
10012,臺灣土地銀行,本國銀行,對中小企業,288143000000
10012,臺灣土地銀行,本國銀行,佔放款%,16.72
10012,臺灣土地銀行,本國銀行,市佔率,7.04
10012,合作金庫商業銀行,本國銀行,對中小企業,484002000000
10012,合作金庫商業銀行,本國銀行,佔放款%,26.35
10012,合作金庫商業銀行,本國銀行,市佔率,11.83
10012,第一商業銀行,本國銀行,對中小企業,486558000000
10012,第一商業銀行,本國銀行,佔放款%,40.91
10012,第一商業銀行,本國銀行,市佔率,11.89
10012,華南商業銀行,本國銀行,對中小企業,344929000000
10012,華南商業銀行,本國銀行,佔放款%,28.49
10012,華南商業銀行,本國銀行,市佔率,8.43
10012,彰化商業銀行,本國銀行,對中小企業,293474000000
10012,彰化商業銀行,本國銀行,佔放款%,28.56
10012,彰化商業銀行,本國銀行,市佔率,7.17
10012,上海商業儲蓄銀行,本國銀行,對中小企業,123672000000
10012,上海商業儲蓄銀行,本國銀行,佔放款%,37.31
10012,上海商業儲蓄銀行,本國銀行,市佔率,3.02
10012,台北富邦銀行,本國銀行,對中小企業,84648000000
10012,台北富邦銀行,本國銀行,佔放款%,10.12
10012,台北富邦銀行,本國銀行,市佔率,2.07
10012,國泰世華商業銀行,本國銀行,對中小企業,106482000000
10012,國泰世華商業銀行,本國銀行,佔放款%,12.33
10012,國泰世華商業銀行,本國銀行,市佔率,2.6
10012,中國輸出入銀行,本國銀行,對中小企業,6351000000
10012,中國輸出入銀行,本國銀行,佔放款%,12.66
10012,中國輸出入銀行,本國銀行,市佔率,0.16
10012,高雄銀行,本國銀行,對中小企業,39531000000
10012,高雄銀行,本國銀行,佔放款%,24.76
10012,高雄銀行,本國銀行,市佔率,0.97
10012,兆豐國際商業銀行,本國銀行,對中小企業,269363000000
10012,兆豐國際商業銀行,本國銀行,佔放款%,26.94
10012,兆豐國際商業銀行,本國銀行,市佔率,6.58
10012,花旗,本國銀行,對中小企業,7627000000
10012,花旗,本國銀行,佔放款%,4.39
10012,花旗,本國銀行,市佔率,0.19
10012,中華開發工業銀行,本國銀行,對中小企業,257000000
10012,中華開發工業銀行,本國銀行,佔放款%,0.41
10012,中華開發工業銀行,本國銀行,市佔率,0.01
10012,臺灣工業銀行,本國銀行,對中小企業,3831000000
10012,臺灣工業銀行,本國銀行,佔放款%,6.54
10012,臺灣工業銀行,本國銀行,市佔率,0.09
10012,匯豐,本國銀行,對中小企業,8493000000
10012,匯豐,本國銀行,佔放款%,5.45
10012,匯豐,本國銀行,市佔率,0.21
10012,大台北商業銀行,本國銀行,對中小企業,3398000000
10012,大台北商業銀行,本國銀行,佔放款%,9.78
10012,大台北商業銀行,本國銀行,市佔率,0.08
10012,華泰商業銀行,本國銀行,對中小企業,25844000000
10012,華泰商業銀行,本國銀行,佔放款%,29.52
10012,華泰商業銀行,本國銀行,市佔率,0.63
10012,臺灣新光商業銀行,本國銀行,對中小企業,77739000000
10012,臺灣新光商業銀行,本國銀行,佔放款%,22.46
10012,臺灣新光商業銀行,本國銀行,市佔率,1.9
10012,陽信商業銀行,本國銀行,對中小企業,34931000000
10012,陽信商業銀行,本國銀行,佔放款%,19.96
10012,陽信商業銀行,本國銀行,市佔率,0.85
10012,板信商業銀行,本國銀行,對中小企業,20471000000
10012,板信商業銀行,本國銀行,佔放款%,20.42
10012,板信商業銀行,本國銀行,市佔率,0.5
10012,三信商業銀行,本國銀行,對中小企業,14451000000
10012,三信商業銀行,本國銀行,佔放款%,17.32
10012,三信商業銀行,本國銀行,市佔率,0.35
10012,聯邦商業銀行,本國銀行,對中小企業,26706000000
10012,聯邦商業銀行,本國銀行,佔放款%,14.05
10012,聯邦商業銀行,本國銀行,市佔率,0.65
10012,遠東國際商業銀行,本國銀行,對中小企業,10613000000
10012,遠東國際商業銀行,本國銀行,佔放款%,4.3
10012,遠東國際商業銀行,本國銀行,市佔率,0.26
10012,元大商業銀行,本國銀行,對中小企業,76909000000
10012,元大商業銀行,本國銀行,佔放款%,23.91
10012,元大商業銀行,本國銀行,市佔率,1.88
10012,永豐商業銀行,本國銀行,對中小企業,86676000000
10012,永豐商業銀行,本國銀行,佔放款%,14.58
10012,永豐商業銀行,本國銀行,市佔率,2.12
10012,玉山商業銀行,本國銀行,對中小企業,159072000000
10012,玉山商業銀行,本國銀行,佔放款%,26.24
10012,玉山商業銀行,本國銀行,市佔率,3.89
10012,萬泰商業銀行,本國銀行,對中小企業,14161000000
10012,萬泰商業銀行,本國銀行,佔放款%,17.48
10012,萬泰商業銀行,本國銀行,市佔率,0.35
10012,台新國際商業銀行,本國銀行,對中小企業,54615000000
10012,台新國際商業銀行,本國銀行,佔放款%,10.22
10012,台新國際商業銀行,本國銀行,市佔率,1.33
10012,大眾商業銀行,本國銀行,對中小企業,3956000000
10012,大眾商業銀行,本國銀行,佔放款%,1.62
10012,大眾商業銀行,本國銀行,市佔率,0.1
10012,日盛國際商業銀行,本國銀行,對中小企業,13811000000
10012,日盛國際商業銀行,本國銀行,佔放款%,11.36
10012,日盛國際商業銀行,本國銀行,市佔率,0.34
10012,安泰商業銀行,本國銀行,對中小企業,49865000000
10012,安泰商業銀行,本國銀行,佔放款%,26.82
10012,安泰商業銀行,本國銀行,市佔率,1.22
10012,中國信託商業銀行,本國銀行,對中小企業,68888000000
10012,中國信託商業銀行,本國銀行,佔放款%,8.51
10012,中國信託商業銀行,本國銀行,市佔率,1.68
10012,臺灣中小企業銀行,本國銀行,對中小企業,355997000000
10012,臺灣中小企業銀行,本國銀行,佔放款%,40.32
10012,臺灣中小企業銀行,本國銀行,市佔率,8.7
10012,渣打國際商業銀行,本國銀行,對中小企業,21483000000
10012,渣打國際商業銀行,本國銀行,佔放款%,6.58
10012,渣打國際商業銀行,本國銀行,市佔率,0.53
10012,台中商業銀行,本國銀行,對中小企業,100920000000
10012,台中商業銀行,本國銀行,佔放款%,37.01
10012,台中商業銀行,本國銀行,市佔率,2.47
10012,京城商業銀行,本國銀行,對中小企業,17896000000
10012,京城商業銀行,本國銀行,佔放款%,19.46
10012,京城商業銀行,本國銀行,市佔率,0.44
10012,小計,外國銀行在台分行,對中小企業,39710000000
10012,小計,外國銀行在台分行,佔放款%,6.35
10012,小計,外國銀行在台分行,市佔率,0.97
