年月,銀行,銀行類別,項目,數值
9601,總計,全體總和,對中小企業,2797018000000
9601,總計,全體總和,佔放款%,16.84
9601,總計,全體總和,市佔率,100.0
9601,中央信託局,本國銀行,對中小企業,3262000000
9601,中央信託局,本國銀行,佔放款%,1.47
9601,中央信託局,本國銀行,市佔率,0.12
9601,中國農民銀行,本國銀行,對中小企業,0
9601,中國農民銀行,本國銀行,佔放款%,0.0
9601,中國農民銀行,本國銀行,市佔率,0.0
9601,交通銀行,本國銀行,對中小企業,0
9601,交通銀行,本國銀行,佔放款%,0.0
9601,交通銀行,本國銀行,市佔率,0.0
9601,臺灣銀行,本國銀行,對中小企業,133466000000
9601,臺灣銀行,本國銀行,佔放款%,9.15
9601,臺灣銀行,本國銀行,市佔率,4.77
9601,臺灣土地銀行,本國銀行,對中小企業,149527000000
9601,臺灣土地銀行,本國銀行,佔放款%,11.02
9601,臺灣土地銀行,本國銀行,市佔率,5.35
9601,合作金庫商業銀行,本國銀行,對中小企業,301609000000
9601,合作金庫商業銀行,本國銀行,佔放款%,17.22
9601,合作金庫商業銀行,本國銀行,市佔率,10.78
9601,第一商業銀行,本國銀行,對中小企業,290390000000
9601,第一商業銀行,本國銀行,佔放款%,33.88
9601,第一商業銀行,本國銀行,市佔率,10.38
9601,華南商業銀行,本國銀行,對中小企業,254694000000
9601,華南商業銀行,本國銀行,佔放款%,25.84
9601,華南商業銀行,本國銀行,市佔率,9.11
9601,彰化商業銀行,本國銀行,對中小企業,199474000000
9601,彰化商業銀行,本國銀行,佔放款%,25.23
9601,彰化商業銀行,本國銀行,市佔率,7.13
9601,華僑商業銀行,本國銀行,對中小企業,34373000000
9601,華僑商業銀行,本國銀行,佔放款%,20.56
9601,華僑商業銀行,本國銀行,市佔率,1.23
9601,上海商業儲蓄銀行,本國銀行,對中小企業,61537000000
9601,上海商業儲蓄銀行,本國銀行,佔放款%,28.22
9601,上海商業儲蓄銀行,本國銀行,市佔率,2.2
9601,台北富邦銀行,本國銀行,對中小企業,72306000000
9601,台北富邦銀行,本國銀行,佔放款%,12.02
9601,台北富邦銀行,本國銀行,市佔率,2.59
9601,國泰世華商業銀行,本國銀行,對中小企業,68632000000
9601,國泰世華商業銀行,本國銀行,佔放款%,10.14
9601,國泰世華商業銀行,本國銀行,市佔率,2.45
9601,中國輸出入銀行,本國銀行,對中小企業,3710000000
9601,中國輸出入銀行,本國銀行,佔放款%,17.49
9601,中國輸出入銀行,本國銀行,市佔率,0.13
9601,高雄銀行,本國銀行,對中小企業,21371000000
9601,高雄銀行,本國銀行,佔放款%,20.96
9601,高雄銀行,本國銀行,市佔率,0.76
9601,兆豐國際商業銀行,本國銀行,對中小企業,157086000000
9601,兆豐國際商業銀行,本國銀行,佔放款%,17.94
9601,兆豐國際商業銀行,本國銀行,市佔率,5.62
9601,中華開發工業銀行,本國銀行,對中小企業,3836000000
9601,中華開發工業銀行,本國銀行,佔放款%,5.94
9601,中華開發工業銀行,本國銀行,市佔率,0.14
9601,臺灣工業銀行,本國銀行,對中小企業,4193000000
9601,臺灣工業銀行,本國銀行,佔放款%,8.85
9601,臺灣工業銀行,本國銀行,市佔率,0.15
9601,華泰商業銀行,本國銀行,對中小企業,13172000000
9601,華泰商業銀行,本國銀行,佔放款%,16.76
9601,華泰商業銀行,本國銀行,市佔率,0.47
9601,臺灣新光商業銀行,本國銀行,對中小企業,21970000000
9601,臺灣新光商業銀行,本國銀行,佔放款%,9.52
9601,臺灣新光商業銀行,本國銀行,市佔率,0.79
9601,陽信商業銀行,本國銀行,對中小企業,28148000000
9601,陽信商業銀行,本國銀行,佔放款%,15.02
9601,陽信商業銀行,本國銀行,市佔率,1.01
9601,板信商業銀行,本國銀行,對中小企業,21350000000
9601,板信商業銀行,本國銀行,佔放款%,14.56
9601,板信商業銀行,本國銀行,市佔率,0.76
9601,三信商業銀行,本國銀行,對中小企業,8878000000
9601,三信商業銀行,本國銀行,佔放款%,10.94
9601,三信商業銀行,本國銀行,市佔率,0.32
9601,第七商業銀行,本國銀行,對中小企業,0
9601,第七商業銀行,本國銀行,佔放款%,0.0
9601,第七商業銀行,本國銀行,市佔率,0.0
9601,聯邦商業銀行,本國銀行,對中小企業,30845000000
9601,聯邦商業銀行,本國銀行,佔放款%,14.8
9601,聯邦商業銀行,本國銀行,市佔率,1.1
9601,中華商業銀行,本國銀行,對中小企業,20160000000
9601,中華商業銀行,本國銀行,佔放款%,17.28
9601,中華商業銀行,本國銀行,市佔率,0.72
9601,遠東國際商業銀行,本國銀行,對中小企業,9389000000
9601,遠東國際商業銀行,本國銀行,佔放款%,4.29
9601,遠東國際商業銀行,本國銀行,市佔率,0.34
9601,復華商業銀行,本國銀行,對中小企業,33600000000
9601,復華商業銀行,本國銀行,佔放款%,15.24
9601,復華商業銀行,本國銀行,市佔率,1.2
9601,永豐商業銀行,本國銀行,對中小企業,75428000000
9601,永豐商業銀行,本國銀行,佔放款%,14.34
9601,永豐商業銀行,本國銀行,市佔率,2.7
9601,玉山商業銀行,本國銀行,對中小企業,76634000000
9601,玉山商業銀行,本國銀行,佔放款%,17.94
9601,玉山商業銀行,本國銀行,市佔率,2.74
9601,萬泰商業銀行,本國銀行,對中小企業,30969000000
9601,萬泰商業銀行,本國銀行,佔放款%,22.34
9601,萬泰商業銀行,本國銀行,市佔率,1.11
9601,寶華商業銀行,本國銀行,對中小企業,32227000000
9601,寶華商業銀行,本國銀行,佔放款%,30.8
9601,寶華商業銀行,本國銀行,市佔率,1.15
9601,台新國際商業銀行,本國銀行,對中小企業,19362000000
9601,台新國際商業銀行,本國銀行,佔放款%,3.86
9601,台新國際商業銀行,本國銀行,市佔率,0.69
9601,大眾商業銀行,本國銀行,對中小企業,11501000000
9601,大眾商業銀行,本國銀行,佔放款%,5.15
9601,大眾商業銀行,本國銀行,市佔率,0.41
9601,日盛國際商業銀行,本國銀行,對中小企業,20284000000
9601,日盛國際商業銀行,本國銀行,佔放款%,12.09
9601,日盛國際商業銀行,本國銀行,市佔率,0.73
9601,安泰商業銀行,本國銀行,對中小企業,63192000000
9601,安泰商業銀行,本國銀行,佔放款%,28.94
9601,安泰商業銀行,本國銀行,市佔率,2.26
9601,中國信託商業銀行,本國銀行,對中小企業,62715000000
9601,中國信託商業銀行,本國銀行,佔放款%,9.12
9601,中國信託商業銀行,本國銀行,市佔率,2.24
9601,慶豐商業銀行,本國銀行,對中小企業,13987000000
9601,慶豐商業銀行,本國銀行,佔放款%,19.6
9601,慶豐商業銀行,本國銀行,市佔率,0.5
9601,臺灣中小企業銀行,本國銀行,對中小企業,226263000000
9601,臺灣中小企業銀行,本國銀行,佔放款%,31.6
9601,臺灣中小企業銀行,本國銀行,市佔率,8.09
9601,臺北國際商業銀行,本國銀行,對中小企業,0
9601,臺北國際商業銀行,本國銀行,佔放款%,0.0
9601,臺北國際商業銀行,本國銀行,市佔率,0.0
9601,新竹國際商業銀行,本國銀行,對中小企業,41188000000
9601,新竹國際商業銀行,本國銀行,佔放款%,14.2
9601,新竹國際商業銀行,本國銀行,市佔率,1.47
9601,臺中商業銀行,本國銀行,對中小企業,53843000000
9601,臺中商業銀行,本國銀行,佔放款%,28.42
9601,臺中商業銀行,本國銀行,市佔率,1.93
9601,京城商業銀行,本國銀行,對中小企業,78884000000
9601,京城商業銀行,本國銀行,佔放款%,55.34
9601,京城商業銀行,本國銀行,市佔率,2.82
9601,花蓮區中小企業銀行,本國銀行,對中小企業,4766000000
9601,花蓮區中小企業銀行,本國銀行,佔放款%,60.33
9601,花蓮區中小企業銀行,本國銀行,市佔率,0.17
9601,臺東區中小企業銀行,本國銀行,對中小企業,5095000000
9601,臺東區中小企業銀行,本國銀行,佔放款%,14.6
9601,臺東區中小企業銀行,本國銀行,市佔率,0.18
9601,外國銀行在台分行,本國銀行,對中小企業,33699000000
9601,外國銀行在台分行,本國銀行,佔放款%,7.06
9601,外國銀行在台分行,本國銀行,市佔率,1.2
